review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
64,Bathroom,AquaFlow Rainfall Showerhead,Great product. The AquaFlow Rainfall Showerhead exceeded my expectations in every way. Highly recommend!,5,2024-04-29,False,great product aquaflow rainfall showerhead exceed expectation way highly recommend,great product . the aquaflow rainfall showerhead exceeded my expectations in every way . highly recommend !,The AquaFlow Rainfall Showerhead exceeded my expectations in every way.,Great product. The AquaFlow Rainfall Showerhead exceeded my expectations in every way. Highly recommend!
65,Living Room,CozySofa L-Shape Sectional,BEST PURCHASE I MADE THIS YEAR. THE COZYSOFA L-SHAPE SECTIONAL WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,4,2023-07-27,True,good purchase year cozysofa l shape sectional work exactly advertise happy,best purchase i made this year . the cozysofa l - shape sectional works exactly as advertised . very happy .,THE COZYSOFA L-SHAPE SECTIONAL WORKS EXACTLY AS ADVERTISED.,BEST PURCHASE I MADE THIS YEAR. THE COZYSOFA L-SHAPE SECTIONAL WORKS EXACTLY AS ADVERTISED. VERY HAPPY.
66,Bedroom Furniture,DreamRest Memory Foam Mattress,Great product. The DreamRest Memory Foam Mattress exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123,5,2023-02-16,False,great product dreamr memory foam mattress exceed expectation way highly recommend,great product . the dreamrest memory foam mattress exceeded my expectations in every way . highly recommend !,The DreamRest Memory Foam Mattress exceeded my expectations in every way.,Great product. The DreamRest Memory Foam Mattress exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123
67,Bedroom Furniture,VelvetTouch Duvet Cover,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.,3,2024-10-27,True,velvettouch duvet cover functional instruction confusing take set,the velvettouch duvet cover is functional but the instructions are confusing . took a while to set up .,The VelvetTouch Duvet Cover is functional but the instructions are confusing.,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.
68,Living Room,SoundBar X200 Bluetooth,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-03-08,False,soundbar x200 bluetooth easy clean quiet operation look great 5 star,"the soundbar x200 bluetooth is easy to clean , quiet during operation , and looks great . 5 stars !","The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great.","The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!"
69,Living Room,AirPurifier ProMax,Solid quality and great value. The AirPurifier ProMax feels premium and performs even better.,5,2023-02-08,True,solid quality great value airpurifier promax feel premium perform well,solid quality and great value . the airpurifier promax feels premium and performs even better .,The AirPurifier ProMax feels premium and performs even better.,Solid quality and great value. The AirPurifier ProMax feels premium and performs even better.
70,Bathroom,SoftTouch Luxury Towel Set,"<p>Five stars. The SoftTouch Luxury Towel Set is well built, easy to set up, and my whole family loves it.</p>",4,2023-02-16,False,star softtouch luxury towel set build easy set family love,"five stars . the softtouch luxury towel set is well built , easy to set up , and my whole family loves it .","The SoftTouch Luxury Towel Set is well built, easy to set up, and my whole family loves it.</p>","<p>Five stars. The SoftTouch Luxury Towel Set is well built, easy to set up, and my whole family loves it.</p>"
71,Bedroom Furniture,WoodCraft Bed Frame Queen,<p>Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!</p>,5,2023-01-21,False,outstanding product woodcraft bed frame queen daily routine easy thank,outstanding product . the woodcraft bed frame queen has made my daily routine so much easier . thank you !,The WoodCraft Bed Frame Queen has made my daily routine so much easier.,<p>Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!</p>
72,Living Room,AirPurifier ProMax,DO NOT BUY. The AirPurifier ProMax stopped working completely. Customer service was useless.,1,2023-05-17,True,buy airpurifier promax stop work completely customer service useless,do not buy . the airpurifier promax stopped working completely . customer service was useless .,The AirPurifier ProMax stopped working completely.,DO NOT BUY. The AirPurifier ProMax stopped working completely. Customer service was useless.
73,Bathroom,AromaSpa Diffuser,BEST PURCHASE I MADE THIS YEAR. THE AROMASPA DIFFUSER WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,4,2023-02-08,False,good purchase year aromaspa diffuser work exactly advertise happy,best purchase i made this year . the aromaspa diffuser works exactly as advertised . very happy .,THE AROMASPA DIFFUSER WORKS EXACTLY AS ADVERTISED.,BEST PURCHASE I MADE THIS YEAR. THE AROMASPA DIFFUSER WORKS EXACTLY AS ADVERTISED. VERY HAPPY.
74,Bathroom,FoamPure Electric Toothbrush,It is a fine product. The FoamPure Electric Toothbrush gets the job done but I expected better quality.,3,2023-05-07,False,fine product foampure electric toothbrush get job expect well quality,it is a fine product . the foampure electric toothbrush gets the job done but i expected better quality .,The FoamPure Electric Toothbrush gets the job done,It is a fine product. The FoamPure Electric Toothbrush gets the job done but I expected better quality.
75,Bathroom,AromaSpa Diffuser,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.,5,2024-01-26,False,absolutely love aromaspa diffuser work perfectly arrive time buy,absolutely love my aromaspa diffuser ! works perfectly and arrived on time . would buy again .,Absolutely love my AromaSpa Diffuser!,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.
76,Bathroom,AquaFlow Rainfall Showerhead,"The AquaFlow Rainfall Showerhead is easy to clean, quiet during operation, and looks great. 5 stars!",4,2024-07-08,False,aquaflow rainfall showerhead easy clean quiet operation look great 5 star,"the aquaflow rainfall showerhead is easy to clean , quiet during operation , and looks great . 5 stars !","The AquaFlow Rainfall Showerhead is easy to clean, quiet during operation, and looks great.","The AquaFlow Rainfall Showerhead is easy to clean, quiet during operation, and looks great. 5 stars!"
77,Living Room,GlowLight Floor Lamp,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.,5,2023-10-28,True,buy glowlight floor lamp gift recipient love excellent build quality,bought the glowlight floor lamp as a gift and the recipient loved it . excellent build quality .,Bought the GlowLight Floor Lamp as a gift and the recipient loved it.,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.
78,Living Room,SmartTV 55in 4K UHD,MY SMARTTV 55IN 4K UHD ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY. NO ISSUES AT ALL.,5,2023-07-18,False,smarttv 55 4k uhd arrive package start work immediately issue,my smarttv 55 in 4k uhd arrived well packaged and started working immediately . no issues at all .,MY SMARTTV 55IN 4K UHD ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY.,MY SMARTTV 55IN 4K UHD ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY. NO ISSUES AT ALL.
79,Bathroom,MirrorPro LED Vanity Mirror,My MirrorPro LED Vanity Mirror arrived well packaged and started working immediately. No issues at all.,4,2023-10-22,True,mirrorpro lead vanity mirror arrive package start work immediately issue,my mirrorpro led vanity mirror arrived well packaged and started working immediately . no issues at all .,My MirrorPro LED Vanity Mirror arrived well packaged and started working immediately.,My MirrorPro LED Vanity Mirror arrived well packaged and started working immediately. No issues at all.
80,Living Room,GlowLight Floor Lamp,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.,5,2023-12-13,True,glowlight floor lamp arrive package start work immediately issue,my glowlight floor lamp arrived well packaged and started working immediately . no issues at all .,My GlowLight Floor Lamp arrived well packaged and started working immediately.,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.
81,Living Room,SmartTV 55in 4K UHD,The SmartTV 55in 4K UHD overheated and stopped working after 3 uses. Safety hazard. 1 star.,1,2023-01-04,True,smarttv 55 4k uhd overheat stop work 3 us safety hazard 1 star,the smarttv 55 in 4k uhd overheated and stopped working after 3 uses . safety hazard . 1 star .,The SmartTV 55in 4K UHD overheated and stopped working after 3 uses.,The SmartTV 55in 4K UHD overheated and stopped working after 3 uses. Safety hazard. 1 star.
82,Bathroom,AromaSpa Diffuser,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.,5,2023-11-23,False,absolutely love aromaspa diffuser work perfectly arrive time buy,absolutely love my aromaspa diffuser ! works perfectly and arrived on time . would buy again .,Absolutely love my AromaSpa Diffuser!,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.
83,Living Room,SoundBar X200 Bluetooth,Very disappointed. The SoundBar X200 Bluetooth arrived damaged and smells like chemicals. Returning it.,2,2024-06-13,True,disappointed soundbar x200 bluetooth arrive damage smell like chemical return,very disappointed . the soundbar x200 bluetooth arrived damaged and smells like chemicals . returning it .,The SoundBar X200 Bluetooth arrived damaged and smells like chemicals.,Very disappointed. The SoundBar X200 Bluetooth arrived damaged and smells like chemicals. Returning it.
84,Kitchen Appliances,CrispAir Fryer XL,Best purchase I made this year. The CrispAir Fryer XL works exactly as advertised. Very happy.,5,2024-03-04,True,good purchase year crispair fryer xl work exactly advertise happy,best purchase i made this year . the crispair fryer xl works exactly as advertised . very happy .,The CrispAir Fryer XL works exactly as advertised.,Best purchase I made this year. The CrispAir Fryer XL works exactly as advertised. Very happy.
85,Bathroom,FoamPure Electric Toothbrush,"Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it.",4,2023-08-14,True,star foampure electric toothbrush build easy set family love,"five stars . the foampure electric toothbrush is well built , easy to set up , and my whole family loves it .","The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it.","Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it."
86,Bedroom Furniture,CloudPillow Set (2-pack),I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too. !!!!!!,5,2024-06-10,True,skeptical cloudpillow set 2 pack genuinely impressive fast delivery,i was skeptical at first but the cloudpillow set ( 2 - pack ) is genuinely impressive . fast delivery too . ! ! ! ! ! !,I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive.,I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too. !!!!!!
87,Bathroom,AromaSpa Diffuser,"The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",5,2023-07-12,True,aromaspa diffuser easy clean quiet operation look great 5 star,"the aromaspa diffuser is easy to clean , quiet during operation , and looks great . 5 stars !","The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great.","The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123"
88,Bedroom Furniture,WoodCraft Bed Frame Queen,Great product. The WoodCraft Bed Frame Queen exceeded my expectations in every way. Highly recommend!,5,2024-11-07,True,great product woodcraft bed frame queen exceed expectation way highly recommend,great product . the woodcraft bed frame queen exceeded my expectations in every way . highly recommend !,The WoodCraft Bed Frame Queen exceeded my expectations in every way.,Great product. The WoodCraft Bed Frame Queen exceeded my expectations in every way. Highly recommend!
89,Living Room,SoundBar X200 Bluetooth,<p>The SoundBar X200 Bluetooth is okay. Does what it says but nothing special. Average quality.</p>,4,2024-02-19,True,soundbar x200 bluetooth okay say special average quality,the soundbar x200 bluetooth is okay . does what it says but nothing special . average quality .,<p>The SoundBar X200 Bluetooth is okay.,<p>The SoundBar X200 Bluetooth is okay. Does what it says but nothing special. Average quality.</p>
